"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"SPICEJET","EQ","16-Dec-2019","        104.10","        104.00","        104.30","        103.10","        103.10","        103.35","        103.63","     277230","            28729430.85","       2845","     136504","         49.24"
"SPICEJET","EQ","17-Dec-2019","        103.35","        102.75","        104.10","        101.50","        101.90","        102.05","        102.66","     690026","            70839696.70","       5711","     462605","         67.04"
"SPICEJET","EQ","18-Dec-2019","        102.05","        101.95","        101.95","         99.50","        100.00","         99.90","        100.12","    1714570","           171659937.75","      13287","    1329026","         77.51"
"SPICEJET","EQ","19-Dec-2019","         99.90","        100.00","        100.90","         99.10","         99.40","         99.40","         99.72","     537399","            53590167.90","       5209","     287240","         53.45"
"SPICEJET","EQ","20-Dec-2019","         99.40","         99.00","         99.60","         95.70","         96.15","         96.10","         96.62","    1490596","           144014627.65","      14072","     897494","         60.21"
"SPICEJET","EQ","23-Dec-2019","         96.10","         94.90","         96.40","         92.25","         92.80","         92.85","         93.68","    2664710","           249620953.80","      21572","    1265720","         47.50"
"SPICEJET","EQ","24-Dec-2019","         92.85","         92.85","         96.20","         92.85","         95.05","         94.90","         95.08","    1219012","           115899144.20","      15200","     461013","         37.82"
"SPICEJET","EQ","26-Dec-2019","         94.90","         95.85","         98.45","         94.85","         96.05","         96.25","         96.90","    1260458","           122134409.15","      12483","     452893","         35.93"
"SPICEJET","EQ","27-Dec-2019","         96.25","         96.95","        104.80","         96.50","        103.70","        103.75","        101.90","    4134294","           421273517.95","      31551","    1515049","         36.65"
"SPICEJET","EQ","30-Dec-2019","        103.75","        104.80","        119.10","        104.50","        110.30","        110.40","        112.94","   10194761","          1151433027.30","      65152","    2879266","         28.24"
"SPICEJET","EQ","31-Dec-2019","        110.40","        111.00","        117.90","        111.00","        113.00","        112.65","        114.05","    5377797","           613361454.65","      37733","    1561436","         29.03"
"SPICEJET","EQ","01-Jan-2020","        112.65","        113.50","        118.90","        113.00","        116.65","        116.40","        116.15","    5151813","           598399673.20","      31746","    2076017","         40.30"
